# ----------------------------------------
www.victusspiritus.com/
Top Content
"December 9, 2009","December 9, 2010"
# ----------------------------------------

# ----------------------------------------
# Graph
# ----------------------------------------
Month,Pageviews
"Jan 1, 2010 - Jan 31, 2010","5,264"
"Feb 1, 2010 - Feb 28, 2010","7,696"
"Mar 1, 2010 - Mar 31, 2010","4,763"
"Apr 1, 2010 - Apr 30, 2010","7,379"
"May 1, 2010 - May 31, 2010","7,336"
"Jun 1, 2010 - Jun 30, 2010","9,013"
"Jul 1, 2010 - Jul 31, 2010","5,245"
"Aug 1, 2010 - Aug 31, 2010","7,180"
"Sep 1, 2010 - Sep 30, 2010","13,394"
"Oct 1, 2010 - Oct 31, 2010","19,978"
"Nov 1, 2010 - Nov 30, 2010","12,673"

# ----------------------------------------
# Table
# ----------------------------------------
# Pivot by: Source

Page,Total:Avg. Time on Page,Total:Unique Pageviews
/2010/03/21/the-end-of-the-rainbow-for-social-media-spectacle-or-solution/,209.27777777777777,50
/2010/09/08/from-farming-to-factories-to-refactoring-code/,209.21212121212122,94
/outgoing/en.wikipedia.org/wiki/NoSQL,209.0,1
/2010/02/11/mind-tools-dynamic-and-static-typing/,208.83333333333334,58
/outgoing/opengard.in,208.4,9
/2010/07/07/social-gravity/,208.35714285714286,41
/outgoing/www.youtube.com/watch?v=O4MlIOCNIW4,208.0,2
/outgoing/www.freebase.com/,207.0,1
/2010/09/03/what-you-can-do-with-60-seconds/,206.95833333333334,101
/2010/03/01/the-nature-of-the-realtime-network-economy-is-expanding-and-collapsing-opportunities/,206.25,13
/outgoing/disqus.com,205.66666666666666,7
/2009/12/27/clean-up-your-info-diet-how-to-curate-your-input-stream/,205.38235294117646,119
/2010/01/30/a-vision-of-whats-to-come/,205.27272727272728,50
/outgoing/wave.google.com/wave/#restored:wave:googlewave.com!w%2BZZjLgImEV,204.88888888888889,14
/?p=5916&preview=true,204.5,1
/2009/12/20/dig-dig-dig-after-the-eastcoast-got-hammered-by-snow/,204.33333333333334,23
/outgoing/www.ted.com/,204.0,5
/2009/12/17/persistence/,203.76190476190476,51
/outgoing/www.lwjgl.org/,203.0,8
/tag/programming/page/3/,203.0,1
/2010/10/21/decisions-decisions-zeroing-in-on-a-mobile-solution/,201.0,14
/2010/10/08/quick-customization-for-twitter-or-any-web-user-interface/,200.83908045977012,308
/2010/03/10/the-minds-image-processing/,200.52941176470588,86
/2010/07/30/efficient-markets-tools-which-extract-value-from-aggregate-leisure/,200.4,38
/2010/05/05/harmonic-contradiction-the-source-for-ideas/,199.69565217391303,26
/2010/08/01/web-2-0-expo-proposal-for-startup-showcase/,199.17857142857142,43
/2009/10/26/i-dream-of-deus-ex-machina/,199.0,5
/2010/09/21/a-mostly-current-reading-list/,198.72727272727272,18
/2010/08/02/wifi-phones-without-wireless-plans-sip-google-voice/,198.69565217391303,628
/2010/05/16/personal-social-gardens-that-live-in-the-browser/,198.07692307692307,48
/2010/01/03/a-systemic-problem-with-sales-attribution/,197.5,24
/2010/06/29/fat-guy-in-a-little-coat-ruby-on-windows/,197.3846153846154,67
/outgoing/blog.jquery.com/2006/08/01/3d-universe-with-jquery/,197.0,1
/2010/02/09/gotta-grock-git/,196.33333333333334,67
/outgoing/andrewhitchcock.org/?post=322,196.16666666666666,8
/2010/02/16/user-interface-speedups-effect-on-scaling-optimization/,195.66666666666666,17
/2009/06/04/the-future-is-open/,195.33333333333334,5
/2009/07/24/web-programming-foo/,194.5,12
/outgoing/github.com/maxogden/couchappspora,193.85294117647058,197
/2010/10/12/the-fallacy-in-controlling-currency-value/,191.83333333333334,61
/2010/04/16/social-networks-dont-fear-the-reaper/,191.125,54
/translate_c?hl=ko&sl=en&u=http://www.victusspiritus.com/2010/03/08/open-web-protocols-and-discussion-groups/&prev=/search?q=victus+ask+search+plugin&hl=ko&rurl=translate.google.com&twu=1&usg=ALkJrhi_aiuYCMOxbYHs4ws9aSJ_conpJw,190.66666666666666,4
/2010/09/07/limitless-options-limited-time/,190.16666666666666,24
/2010/03/02/creating-versus-capturing-opportunities/,190.11111111111111,43
/2009/09/10/the-beauty-of-fidelity/,190.0,4
/2010/06/10/persona-polarizes/,188.75,23
/2009/09/17/sharing-stake-for-more-than-cash/,188.5,9
/author/messel/page/5/,188.0,1
/outgoing/en.m.wikipedia.org/wiki/Speculative_execution,188.0,1
/2010/01/10/metaprotocols-minimize-restrictions-on-communication-network-evolution/,187.28947368421052,80
/2010/01/08/why-gods-a-hacker/,185.88,98
/2010/06/07/chaos-and-order-freedom-and-determinism/,185.75,37
/2010/04/26/lifestreaming-observer-pattern/,185.1875,38
/2009/05/07/dont-discount-the-power-of-immeasurable-qualities/,185.11111111111111,9
/2010/01/21/the-prize-making-sense-out-of-millions-of-voices/,185.0,44
/?preview=1&template=underwater&stylesheet=underwater,185.0,1
/outgoing/www.camera-blog.net/wave-photo-sharing/,184.6,7
/?p=3997&preview=true,183.625,2
/outgoing/www.avc.com/a_vc/2010/06/parting-ways-with-a-founding-team-member.html,183.17391304347825,98
/2010/04/02/mad-libs-tech-blogging/,182.875,39
/2010/10/24/prediction-a-pinhole-look-at-the-future/,182.875,31
/2009/04/21/ad-money-will-play-follow-the-leader-to-the-king-of-links/,182.0,4
/outgoing/www.onlineaspect.com/2010/07/23/my-3-rules-about-reading/#idc-container,182.0,3
/tag/victus-media/,181.16666666666666,12
/2010/07/29/founders-are-stage-magicians/,180.8695652173913,28
/2010/08/25/seeking-relevance-by-seeing-people-differently/,180.74285714285713,76
/outgoing/mike.posterous.com/maximizing-iterations,180.66666666666666,24
/2010/08/21/burn-the-ships/,180.13636363636363,328
/2010/09/20/vcs-sprinting-horses-till-they-sweat/,179.375,20
/2010/06/27/fuck-you-ios-dev-team/,179.16935483870967,1422
/?p=4908&preview=true,179.0,1
/outgoing/ase.tufts.edu/psychology/spacelab/pubs/MahoneyTaylorKanarek_2007.pdf,179.0,1
/2010/06/24/when-teaching-fishing-bait-the-hook/,178.9375,34
/2010/10/16/probability-of-profitability-due-to-team-market-and-density/,178.93333333333334,118
/2010/01/25/perceptions-are-our-reality-emotions-define-our-culture/,178.28571428571428,175
/2010/07/10/the-relationship-between-startups-tech-bloggers-investors/,177.43478260869566,154
/2010/07/04/halt-the-pain-of-interface-flames/,177.33333333333334,34
/outgoing/addons.mozilla.org/en-US/firefox/addon/2108/,177.0,13
/outgoing/kk.org/,177.0,4
/2010/08/14/simple-css-tricks-gradients-curved-divs/,176.74418604651163,153
/2010/11/08/music-takes-us-on-a-journey/,176.0,15
/2010/03/09/the-user-service-bargain-social-web-services/,174.53333333333333,16
/2010/08/07/smart-money/,174.45098039215685,472
/2010/03/16/the-chains-of-incumbent-systems/,174.0,21
/outgoing/googlewave.com/,174.0,2
/2010/02/19/each-day-begins-with-a-miracle/,172.58333333333334,100
/2009/10/28/14-million-ways-to-skin-a-cat-web-programming/,171.66666666666666,7
/2010/06/19/evolution-accelerates-were-changing-faster/comment-page-1/,171.5,1
/outgoing/www.readwriteweb.com/archives/xauth_is_this_everyone_else_against_facebook_conne.php,171.0,4
/2010/06/20/the-web-stack-for-dummies-like-me/,170.6060606060606,125
/outgoing/twitter.com/goodies/widget_search,169.65,34
/2010/01/22/dynamic-design-patterns-a-hybrid-solution/,168.85714285714286,41
/2010/06/14/the-value-of-social-networks-is-the-type-of-atmosphere-they-foster/,168.14285714285714,14
/2009/06/08/the-direction-of-victus-spiritus/,167.7391304347826,204
/2010/05/13/profiting-from-anti-facebook-sentiment/,167.3,70
/2010/10/26/job-alignment-and-getting-paid-to-learn/,166.625,68
/2010/04/24/ars-vox-is-professional-blogs-to-ebooks/,166.61363636363637,33
/2010/02/03/the-worker-company-contract/,166.5,34
/2010/10/25/mac-osx-snow-leopard-vs-ubuntu-linux-lucid-lynx-week-one/,166.11111111111111,343
/outgoing/www.youtube.com/watch?v=s0-VT0Ir5Bs,166.0,1
/page/4/,165.76190476190476,31
/outgoing/stackoverflow.com/questions/3618052/should-i-connect-directly-to-couchdbs-socket-and-pass-http-requests-or-use-node,165.7,22
/2010/09/26/99-pages-of-apps-on-the-wall/,165.55555555555554,68
/2010/06/15/victus-media-tete-a-tete/,165.4375,20
/outgoing/www.kongregate.com/games/IcyLime/multitask,165.0,5
/translate_c?hl=de&langpair=en|de&u=http://www.victusspiritus.com/2009/07/21/motivation-for-behavior-change-cognitive-dissonance/&rurl=translate.google.de&usg=ALkJrhjPrPE4n_eanvAvrVJuLtppF607TQ,163.0,1
/2009/09/03/nostalgia/,162.75,16
/outgoing/www.google.com/buzz/bslatkin/Ue1EA9BfSKx,162.66666666666666,13
/2009/07/12/super-human-filters/,162.4375,36
/2010/04/22/hippy-capitalism/,161.95238095238096,131
/2010/04/24/the-freedom-to-create-is-at-the-heart-of-design/,161.5,2
/2010/09/28/emptiness/,161.17241379310346,62
/outgoing/www.amazon.com/gp/redirect.html?ie=UTF8&location=http://www.amazon.com/s?ie=UTF8&x=0&ref_=nb_ss_gw&y=0&field-keywords=dean karnazes&url=search-alias=aps&tag=dream06-20&linkCode=ur2&camp=1789&creative=390957,161.0,1
/2009/06/13/how-to-get-rich-really-really-rich/,160.5625,236
/?s=""+c+++"",159.0,1
/?p=4257&preview=true,158.5,2
/2010/12/05/learn-how-to-scrape-with-scraperwiki/,157.85714285714286,57
/2010/08/11/look-on-the-bright-side-at-least-porn-is-real/,157.70833333333334,166
/2010/09/16/whats-going-on-with-the-social-web/,157.22222222222223,36
/2010/08/23/i-desire-a-job-i-love/,157.04761904761904,62
/outgoing/soundcloud.com/victusfate/ronmay2003track04,157.0,1
/2010/12/07/should-i-stay-or-should-i-go-now/,155.5,57
/2010/06/05/small-decisions-now-provide-big-opportunities-to-the-next-gen/,154.7826086956522,55
/outgoing/sethgodin.typepad.com/,154.5,4
/2010/09/17/lazymiracledb-because-youre-never-alone-on-a-network/,153.72727272727272,37
/2009/07/17/layered-internet-apps-real-time-search-as-virtual-assistant/,153.5,9
/2010/08/30/signaling-issues-does-sharing-a-public-resume-conflict-with-fund-raising-for-a-startup/,153.47058823529412,36
/page/3/?s=""SHORT+TERM"",153.0,1
/2010/07/22/great-software-is-measured-by-how-little-it-constrains-human-imagination/,152.76666666666668,50
/2009/05/06/influence-is-earned-by-inches-yet-instantly-we-recognize-a-star/,152.75,3
/outgoing/www.twitter.com/victusfate,152.52173913043478,53
/2010/10/03/what-if-the-web-really-died/,152.5,42
/2009/07/19/can-awareness-of-our-biases-clear-our-vision/,152.1578947368421,43
# --------------------------------------------------------------------------------
